,映画（作品名）,年,月,日,公開日
10311,ｓｏｕｖｅｎｉｒ ｔｈｅ ｍｏｖｉｅ ～ＭＡＲＩＹＡ ＴＡＫＥＵＣＨＩ Ｔｈｅａｔｅｒ Ｌｉｖｅ～,2018,11,25,20181125
10320,ハード・コア,2018,11,25,20181125
10323,ａｍａｚａｒａｓｈｉライブ「朗読演奏実験空間 新言語秩序」ライブビューイング＋ディレイビューイング,2018,11,25,20181125
10360,「さくら学院祭☆２０１８」ライブ・ビューイング,2018,11,27,20181127
10403,ＨＩＲＯＯＭＩ ＴＯＳＡＫＡ ＬＩＶＥ ＴＯＵＲ ２０１８ ライブ・ビューイング,2018,11,29,20181129
10408,井上芳雄 ｂｙ ＭＹＳＥＬＦ ＳＰＥＣＩＡＬ ＬＩＶＥ,2018,11,29,20181129
10427,機動戦士ガンダムＮＴ,2018,11,30,20181130
10428,くるみ割り人形と秘密の王国,2018,11,30,20181130
10435,くるみ割り人形,2018,11,30,20181130
10442,Ｍｅｒｒｙ Ｃｈｒｉｓｔｍａｓ！～ロンドンに奇跡を起こした男～,2018,11,30,20181130
10461,ＴＨＥ ＩＤＯＬＭ＠ＳＴＥＲ ＣＩＮＤＥＲＥＬＬＡ ＧＩＲＬ ６ｔｈ ＬＩＶＥ ライブビューイング,2018,12,1,20181201
10462,ヘレディタリー／継承,2018,12,1,20181201
10463,ＲＹＵＪＩ ＩＭＡＩＣＨＩ ＬＩＶＥ ＴＯＵＲ ２０１８’ＬＩＧＨＴ＞ＤＡＲＫＮＥＳＳ” ＬＶ,2018,12,1,20181201
10466,ｊａｍ,2018,12,1,20181201
10467,Ａｃｔ Ａｇａｉｎｓｔ ＡＩＤＳ ２０１８ 「ＴＨＥ ＶＡＲＩＥＴＹ ２６」ＬＶ,2018,12,1,20181201
10492,アース アメイジングデイ,2018,12,2,20181202
10499,ＳＰＹＡＩＲ ＡＲＥＮＡ ＴＯＵＲ ２０１５「ＤＹＮＡＭＩＴＥ ～シングル全部ヤリマス～」ライブ映像,2018,12,2,20181202
10506,かぞくいろ ＲＡＩＬＷＡＹＳ わたしたちの出発,2018,12,3,20181203
10521,マダムのおかしな晩餐会,2018,12,3,20181203
10588,新感線☆ＲＳ「メタルマクベス」ｄｉｓｋ３ ライブビューイング,2018,12,6,20181206
10597,６４－ロクヨン－前編,2018,12,6,20181206
10602,来る,2018,12,7,20181207
10613,パッドマン ５億人の女性を救った男,2018,12,7,20181207
10616,ＭＥＴ プッチーニ「西部の娘」,2018,12,7,20181207
10635,ＢａｎＧ Ｄｒｅａｍ！ ６ｔｈ☆ＬＩＶＥ ライブ・ビューイング,2018,12,8,20181208
10664,おとなの恋は、まわり道,2018,12,9,20181209
10667,シュウカツ２ 先行上映舞台挨拶,2018,12,9,20181209
10674,Ｂｚ ＰＡＲＴＹ Ｐｒｅｓｅｎｔｓ Ｐｌｅａｓｕｒｅ ｉｎ Ｈａｗａｉｉ,2018,12,9,20181209
10723,ラ・ラ・ランド,2018,12,11,20181211
10772,８ｔｈアルバム「Ｇｌｏｒｙ」発売記念！「Ｕ－ＫＩＳＳ ＳＰＥＣＩＡＬ ＬＩＶＥ ２０１８～Ｌｏｖｅ ＩＮ Ｋｉｓｓｍｅ～」プレミアム上映会,2018,12,13,20181213
10775,ドラゴンボール超 ブロリー,2018,12,14,20181214
10778,グリンチ,2018,12,14,20181214
10779,映画 妖怪ウォッチ ＦＯＲＥＶＥＲ ＦＲＩＥＮＤＳ フォーエバーフレンズ,2018,12,14,20181214
10814,ＪＵＮＨＯ（Ｆｒｏｍ ２ＰＭ）Ｌａｓｔ Ｃｏｎｃｅｒｔ ＪＵＮＨＯ ＴＨＥ ＢＥＳＴ,2018,12,15,20181215
10831,ミュージカル「刀剣乱舞」真剣乱舞祭２０１８ライブビューイング,2018,12,16,20181216
10832,春待つ僕ら,2018,12,16,20181216
10839,第８回ＡＫＢ４８紅白対抗歌合戦 ライブ・ビューイング,2018,12,16,20181216
10840,ＦＯＲ ＲＥＡＬ ２０１８ 遠い、クライマックス。,2018,12,16,20181216
10841,「モーニング娘。１８ 飯窪春菜卒業スペシャル」ライブビューイング,2018,12,16,20181216
10894,メアリーの総て,2018,12,18,20181218
10895,バーフバリ 伝説誕生,2018,12,18,20181218
10906,Ｌ’Ａｒｃ～ｅｎ～Ｃｉｅｌ ＬＩＶＥ ２０１８ Ｌ’ＡｒＣｈｒｉｓｔｍａｓ ライヴビューイング,2018,12,19,20181219
10953,アリー／スター誕生,2018,12,21,20181221
10962,私は、マリア・カラス,2018,12,21,20181221
10965,パリの恋人,2018,12,21,20181221
10976,シュガー・ラッシュ：オンライン,2018,12,22,20181222
10983,タカラヅカスペシャル２０１８ Ｓａｙ！ Ｈｅｙ！ Ｓｈｏｗ Ｕｐ！！ライブビューイング,2018,12,22,20181222
10984,ニセコイ,2018,12,22,20181222
10989,ＨＩＲＯＯＭＩ ＴＯＳＡＫＡ ＬＩＶＥ ＴＯＵＲ ２０１８ ＦＵＬＬ ＭＯＯＮ ライブ・ビューイング,2018,12,22,20181222
10996,ＮＩＣＨＫＨＵＮ（Ｆｒｏｍ ２ＰＭ）Ｐｒｅｍｉｕｍ Ｓｏｌｏ Ｃｏｎｃｅｒｔ ２０１８ ’ＨＯＭＥ”,2018,12,22,20181222
10999,月イチ歌舞伎 野田版 鼠小僧,2018,12,22,20181222
11002,平成仮面ライダー２０作記念 仮面ライダー平成ジェネレーションズ ＦＯＲＥＶＥＲ,2018,12,23,20181223
11037,宝塚歌劇 宙組東京宝塚劇場公演「白鷺の城」「異人たちのルネサンス」千秋楽 ライブ中継,2018,12,24,20181224
11098,ボリショイ・バレエｉｎシネマ Ｓｅａｓｏｎ２０１８－１９「ドン・キホーテ」,2018,12,26,20181226
11113,水溜りボンド ＳＰＥＣＩＡＬ ＳＴＡＧＥ ２０１８ ｉｎ ＴＯＫＹＯ ライブビューイング,2018,12,27,20181227
11132,こんな夜更けにバナナかよ 愛しき実話,2018,12,28,20181228
11139,アイ・フィール・プリティ！ 人生最高のハプニング 先行上映会,2018,12,28,20181228
11148,ヴィヴィアン・ウエストウッド 最強のエレガンス,2018,12,28,20181228
11199,握手会付き）平成仮面ライダー２０作記念 仮面ライダー平成ジェネレーションズＦＯＲＥＶＥＲ,2018,12,30,20181230
11214,ＡＡＡ Ｃ．Ａ．Ｌ Ａｆｔｅｒ Ｐａｒｔｙ ２０１８ ディレイビューイング,2018,12,31,20181231
11217,ＳＴＡＧＥ ＦＥＳ ２０１８ ライブビューイング,2018,12,31,20181231
11220,それだけが、僕の世界,2018,12,31,20181231
11221,Ｈｅｌｌｏ！ Ｐｒｏｊｅｃｔ ２０１８ ＳＵＭＭＥＲ ライブビューイング,2018,12,31,20181231
11302,ラブライブ！サンシャイン！！ザ スクール アイドル Ｍｏｖｉｅ Ｏｖｅｒ ｔｈｅ Ｒａｉｎｂｏｗ,2019,1,4,20190104
11317,劇場版プリパラ プリズム☆ツアーズ ルート４（旧作）,2019,1,4,20190104
11318,ホイットニー～オールウェイズ・ラヴ・ユー～,2019,1,4,20190104
11319,「ＨｉＧＨ＆ＬＯＷ ＴＨＥ ＭＯＶＩＥ」完成披露 ライブビューイング,2019,1,4,20190104
11320,劇場版総集編 （前編）メイドインアビス 旅立ちの夜明け,2019,1,4,20190104
11337,ワイルド・ストーム,2019,1,5,20190105
11342,ラブライブ！サンシャイン！！Ａｑｏｕｒｓ クラブ活動,2019,1,5,20190105
11477,クリード 炎の宿敵,2019,1,11,20190111
11486,この道,2019,1,11,20190111
11497,喜望峰の風に乗せて,2019,1,11,20190111
11500,Ｆａｔｅ／ｓｔａｙ ｎｉｇｈｔ Ｈｅａｖｅｎｓ Ｆｅｅｌ 第二章,2019,1,12,20190112
11517,シネマ歌舞伎 沓手鳥孤城落月（ほととぎすこじょうのらくげつ）／楊貴妃（ようきひ）,2019,1,12,20190112
11520,劇場版 めんたいぴりり,2019,1,12,20190112
11533,「あんさんぶるスターズ！ Ｓｔａｒｒｙ Ｓｔａｇｅ ２ｓｔ」ライブビューイング,2019,1,13,20190113
11540,「Ｆｒｅｅ！－Ｄｉｖｅ ｔｏ ｔｈｅ Ｆｕｔｕｒｅ－」ライブビューイング,2019,1,13,20190113
11545,ラブライブ！Ａｑｏｕｒｓクラブ活動,2019,1,13,20190113
11568,ＡＫＢ４８ 新春！チーム８祭り ２０１９ ライブ・ビューイング,2019,1,14,20190114
11593,ＯＮＥ ＰＩＥＣＥ ＦＩＬＭ ＧＯＬＤ,2019,1,15,20190115
11610,蜘蛛の巣を払う女,2019,1,16,20190116
11649,劇場版マクロスＦ 恋離飛翼～サヨナラノツバサ～,2019,1,17,20190117
11650,マスカレード・ホテル,2019,1,18,20190118
11651,映画 刀剣乱舞,2019,1,18,20190118
11656,ＴＡＸｉ ダイヤモンド・ミッション,2019,1,18,20190118
11657,ユーリ！！！ ｏｎ ＩＣＥ 一挙上映 Ｐａｒｔ．１（ＴＶ♯１～♯４）,2019,1,18,20190118
11658,ミスター・ガラス,2019,1,18,20190118
11661,マイル２２,2019,1,18,20190118
11668,チワワちゃん,2019,1,18,20190118
11669,劇場版 ダーウィンが来た！ アフリカ新伝説,2019,1,18,20190118
11670,バジュランギおじさんと、小さな迷子,2019,1,18,20190118
11683,ＡＫＢ４８グループリクエストアワー セットリストベスト１００ ２０１９,2019,1,19,20190119
11748,ＭＥＴライブビューイング２０１８－１９ マーニー,2019,1,21,20190121
11797,ライ麦畑の反逆児 ひとりぼっちのサリンジャー,2019,1,23,20190123
11802,宝塚歌劇 月組宝塚バウホール公演「Ａｎｎａ Ｋａｒｅｎｉｎａ」千秋楽 ライブ中継,2019,1,24,20190124
11833,ビルド ＮＥＷ ＷＯＲＬＤ 仮面ライダークローズ,2019,1,25,20190125
11834,そらのレストラン,2019,1,25,20190125
11837,愛唄－約束のナクヒト－,2019,1,25,20190125
11840,サスペリア,2019,1,25,20190125
11847,あした世界が終わるとしても,2019,1,25,20190125
11870,がっこうぐらし！,2019,1,26,20190126
11871,ユーリ！！！ ｏｎ ＩＣＥ 一挙上映 Ｐａｒｔ．２（ＴＶ♯５～♯８）,2019,1,26,20190126
11872,サイバーミッション,2019,1,26,20190126
11881,２０１９ Ｗａｎｎａ Ｏｎｅ Ｃｏｎｃｅｒｔ 「Ｔｈｅｒｅｆｏｒｅ」 ライブ・ビューイング,2019,1,27,20190127
11884,ＰＳＹＣＨＯ－ＰＡＳＳ サイコパス Ｃａｓｅ．１「罪と罰」,2019,1,27,20190127
11901,十二人の死にたい子どもたち,2019,1,28,20190128
11928,ＨＹＤＥ ＡＣＯＵＳＴＩＣ ＣＯＮＣＥＲＴ ２０１９ 黑ミサ ＢＩＲＴＨＤＡＹ －ＷＡＫＡＹＡＭＡ－,2019,1,29,20190129
11949,ナチス第三の男,2019,1,29,20190129
11984,メリー・ポピンズ リターンズ,2019,1,31,20190131
11997,ヴィクトリア女王 最期の秘密,2019,1,31,20190131
12000,七つの会議,2019,2,1,20190201
12011,フロントランナー,2019,2,1,20190201
12022,バーニング 劇場版,2019,2,1,20190201
12027,雪の華,2019,2,2,20190202
12036,フライングドッグ１０周年記念ＬＩＶＥ 犬フェス ＬＩＶＥ ＶＩＥＷＩＮＧ,2019,2,2,20190202
12039,ユーリ！！！ ｏｎ ＩＣＥ 一挙上映 Ｐａｒｔ．３（ＴＶ♯９～♯１２）,2019,2,2,20190202
12042,映画「ドキュメンターテイメント ＡＤ－ＬＩＶＥ」,2019,2,2,20190202
12063,映画 コラショの海底わくわく大冒険！,2019,2,3,20190203
12162,天才作家の妻 －４０年目の真実－,2019,2,7,20190207
12175,アクアマン,2019,2,8,20190208
12176,劇場版シティーハンター 新宿プライベート・アイズ,2019,2,8,20190208
12179,ファースト・マン,2019,2,8,20190208
12184,劇場版 幼女戦記,2019,2,8,20190208
12223,怪盗キッドの宝石の夜（Ｊｅｗｅｌ Ｎｉｇｈｔ）,2019,2,9,20190209
12240,ＥＸＩＬＥ ＬＩＶＥ ＴＯＵＲ ２０１８－２０１９ ”ＳＴＡＲ ＯＦ ＷＩＳＨ”ライブ・ビューイング,2019,2,10,20190210
12247,ももいろクローバーＺ ももクロくらぶ×◯×◯ ～バレンタイン ＤＥ ＮＩＧＨＴ だぁ～Ｚ ２０１９,2019,2,10,20190210
12272,ＭＥＴライブビューイング２０１８－１９ 椿姫,2019,2,11,20190211
12307,コードギアス 復活のルルーシュ,2019,2,13,20190213
12318,洗骨,2019,2,13,20190213
12335,半世界,2019,2,14,20190214
12350,フォルトゥナの瞳,2019,2,15,20190215
12355,ＰＳＹＣＨＯ－ＰＡＳＳ サイコパス Ｃａｓｅ．２「Ｆｉｒｓｔ Ｇｕａｒｄｉａｎ」,2019,2,15,20190215
12358,劇場版 ダンジョンに出会いを求めるのは間違っているだろうか,2019,2,15,20190215
12363,女王陛下のお気に入り,2019,2,15,20190215
12388,トラさん 僕が猫になったワケ,2019,2,16,20190216
12397,劇場版 王室教師ハイネ,2019,2,16,20190216
12398,ＦＩＧＨＴＥＲＳ ＴＨＥ ＭＯＶＩＥ ～Ｃｈａｌｌｅｎｇｅ ｗｉｔｈ Ｄｒｅａｍ～,2019,2,16,20190216
12417,Ａ３！ＢＬＯＯＭＩＮＧ ＬＩＶＥ ライブビューイング,2019,2,17,20190217
12424,ミュージカル「テニスの王子様」３ｒｄシーズン 青学ｖｓ四天宝寺 大千秋楽ライブビューイング,2019,2,17,20190217
12507,ＢａｎＧ Ｄｒｅａｍ！ ７ｔｈ☆ＬＩＶＥ ライブ・ビューイング,2019,2,21,20190221
12526,翔んで埼玉,2019,2,22,20190222
12535,ねことじいちゃん,2019,2,22,20190222
12556,僕の彼女は魔法使い,2019,2,23,20190223
12561,サムライマラソン,2019,2,23,20190223
12574,ＴＨＥ ＧＵＩＬＴＹ ギルティ,2019,2,23,20190223
12575,乃木坂４６ ７ｔｈ ＹＥＡＲ ＢＩＲＴＨＤＡＹ ＬＩＶＥ Ｄａｙ４ 西野七瀬 卒業コンサート ＬＶ,2019,2,24,20190224
12626,アリータ：バトル・エンジェル,2019,2,26,20190226
12675,グリーンブック,2019,3,1,20190301
12688,スパイダーマン スパイダーバース,2019,3,1,20190301
12691,移動都市／モータル・エンジン,2019,3,1,20190301
12700,映画ドラえもん ２０１９ のび太の月面探査記,2019,3,2,20190302
12709,九月の恋と出会うまで,2019,3,2,20190302
12712,宇宙戦艦ヤマト２２０２ 愛の戦士たち 第七章,2019,3,2,20190302
12799,ＫＩＮＧ ＯＦ ＰＲＩＳＭ Ｓｈｉｎｙ Ｓｅｖｅｎ Ｓｔａｒｓ Ｉ,2019,3,5,20190305
12854,ＰＳＹＣＨＯ－ＰＡＳＳ サイコパス Ｃａｓｅ．３「恩讐の彼方に＿＿」,2019,3,8,20190308
12861,劇場版ウルトラマンＲ／Ｂ セレクト！絆のクリスタル,2019,3,8,20190308
12868,シンプル・フェイバー,2019,3,8,20190308
12873,ＭＥＴライブビューイング２０１８－１９ カルメン,2019,3,8,20190308
12878,運び屋,2019,3,9,20190309
12899,ＴＨＥ ＩＤＯＬＭ＠ＳＴＥＲ ＳＨＩＮＹ ＣＯＬＯＲＳ １ｓｔ ＬＩＶＥ ライブビューイング,2019,3,9,20190309
12918,「Ｂ－ＰＲＯＪＥＣＴ ＴＨＲＩＶＥ ＬＩＶＥ ２０１９」ライブビューイング,2019,3,10,20190310
12929,宝塚歌劇 花組宝塚大劇場公演「ＣＡＳＡＮＯＶＡ」千秋楽 ライブ中継,2019,3,11,20190311
12942,「Ｊｕｉｃｅ＝Ｊｕｉｃｅ ＬＩＶＥ ＡＲＯＵＮＤ ＦＩＮＡＬ ａｔ 日本武道館」 ライブビューイング,2019,3,11,20190311
12943,「銀幕の松之丞２０１９」ライブ中継,2019,3,11,20190311
13026,君は月夜に光り輝く,2019,3,15,20190315
13027,えいがのおそ松さん,2019,3,15,20190315
13042,ＴＨＥ ＩＤＯＬＭ＠ＳＴＥＲ ＳｉｄｅＭ ＰＲＯＤＵＣＥＲ ＭＥＥＴＩＮＧ ライブビューイング,2019,3,15,20190315
13043,ふたりの女王 メアリーとエリザベス,2019,3,15,20190315
13052,映画 プリキュアミラクルユニバース,2019,3,16,20190316
13059,映画しまじろう しまじろうとうるるのヒーローランド,2019,3,16,20190316
13076,キャプテン・マーベル,2019,3,17,20190317
13087,「ゾンビランドサガＬＩＶＥ～フランシュシュみんなでおらぼう！～」ライブビューイング,2019,3,17,20190317
13172,まく子,2019,3,20,20190320
13179,ＰＲＩＮＣＥ ＯＦ ＬＥＧＥＮＤ,2019,3,21,20190321
13186,Ｌ・ＤＫ ひとつ屋根の下、「スキ」がふたつ。,2019,3,21,20190321
13201,バンブルビー,2019,3,22,20190322
13214,ブラック・クランズマン,2019,3,22,20190322
13217,ビリーブ 未来への大逆転,2019,3,22,20190322
13238,ＫＩＮＧ ＯＦ ＰＲＩＳＭ－Ｓｈｉｎｙ Ｓｅｖｅｎ Ｓｔａｒｓ－Ⅱ カケル×ジョージ×ミナト,2019,3,23,20190323
13239,ＮＡＮＡ ＭＵＳＩＣ ＬＡＢＯＲＡＴＯＲＹ ２０１９ ～ナナラボ～ ＬＩＶＥ ＶＩＥＷＩＮＧ,2019,3,23,20190323
13248,２ＰＭ ＪＵＮＨＯ ＳＯＬＯ ＣＯＮＣＥＲＴ ＜ＪＵＮＨＯ ＴＨＥ ＢＥＳＴ ＩＮ ＳＥＯＵＬ＞,2019,3,23,20190323
13269,ミュージカル「刀剣乱舞」～三百年の子守唄～ライブビューイング,2019,3,24,20190324
13274,ラブライブ！サンシャイン！！Ａｑｏｕｒｓ ワールド ラブライブ！ アジアツアー ２０１９ ＬＶ,2019,3,24,20190324
13315,劇場版シティーハンター 新宿プライベート・アイズ 舞台挨拶中継,2019,3,26,20190326
13376,映画 少年たち,2019,3,29,20190329
13377,ダンボ,2019,3,29,20190329
13390,鬼滅の刃 兄妹の絆,2019,3,29,20190329
13393,Ｚｅｐｐ Ｔｏｋｙｏ ２０ｔｈ Ａｎｎｉｖｅｒｓａｒｙ ＨＹＤＥ ＬＩＶＥ ２０１９ ＤＥＬＡＹ ＶＩＥＷＩＮＧ,2019,3,29,20190329
13442,舞台「仮面ライダー斬月」鎧武外伝 ライブビューイング,2019,3,31,20190331
13447,レゴ（Ｒ） ムービー２,2019,3,31,20190331
13470,記者たち～衝撃と畏怖の真実～,2019,4,1,20190401
13499,,2019,4,2,20190402
13556,バイス,2019,4,5,20190405
13559,映画 きかんしゃトーマス Ｇｏ！Ｇｏ！地球まるごとアドベンチャー,2019,4,5,20190405
13564,テニスの王子様 ＢＥＳＴ ＧＡＭＥＳ！！ 乾・海堂ｖｓ宍戸・鳳 大石・菊丸ｖｓ仁王・柳生,2019,4,5,20190405
13565,麻雀放浪記２０２０,2019,4,5,20190405
13568,４月の君、スピカ。,2019,4,5,20190405
13571,シネマ歌舞伎 野田版 桜の森の満開の下,2019,4,5,20190405
13576,欅坂４６「３ｒｄ ＹＥＡＲ ＡＮＮＩＶＥＲＳＡＲＹ ＬＩＶＥ」ライブ・ビューイング,2019,4,6,20190406
13587,ＴＷＩＣＥ ＤＯＭＥ ＴＯＵＲ ２０１９ ♯Ｄｒｅａｍｄａｙ,2019,4,6,20190406
13698,未知との遭遇 ファイナル・カット版,2019,4,10,20190410
13725,名探偵コナン２０１９ 紺青の拳（フィスト）,2019,4,12,20190412
13726,ハンターキラー 潜航せよ,2019,4,12,20190412
13737,ビューティフル・ボーイ,2019,4,12,20190412
13740,多十郎殉愛記,2019,4,12,20190412
13749,ぼくらのショウタイム,2019,4,12,20190412
13758,ハロウィン,2019,4,13,20190413
13759,ＫＩＮＧ ＯＦ ＰＲＩＳＭ－Ｓｈｉｎｙ Ｓｅｖｅｎ Ｓｔａｒｓ－Ⅲ レオ×ユウ×アレク,2019,4,13,20190413
13768,ＬＯＶＥ ＬＩＶＥ！ ＳＵＮＳＨＩＮＥ！！ Ａｑｏｕｒｓ ２０１９ ｉｎ Ｔａｉｐｅｉ,2019,4,13,20190413
13803,宝塚歌劇 月組宝塚大劇場公演「夢現無双」「クルンテープ」 ライブ中継,2019,4,15,20190415
13824,ＭＥＴライブビューイング２０１８－１９ 連隊の娘,2019,4,15,20190415
13895,ＢＵＣＫ－ＴＩＣＫ～ＣＬＩＭＡＸ ＴＯＧＥＴＨＥＲ～,2019,4,18,20190418
13900,キングダム,2019,4,19,20190419
13903,劇場版 響け！ユーフォニアム～誓いのフィナーレ～,2019,4,19,20190419
13904,映画クレヨンしんちゃん 新婚旅行ハリケーン 失われたひろし,2019,4,19,20190419
13939,アイドリッシュセブン ファン感謝祭ｖｏｌ．４～Ｗｅｌｃｏｍｅ！愛なＮｉｇｈｔ！～ライブビューイング,2019,4,20,20190420
13978,シャザム！,2019,4,22,20190422
13989,愛がなんだ,2019,4,22,20190422
13996,ある少年の告白,2019,4,22,20190422
14021,僕たちのラストステージ,2019,4,23,20190423
14054,「佐藤 健 ３０ｔｈ ＡＮＮＩＶＥＲＳＡＲＹ ＥＶＥＮＴ」ライブ・ビューイング,2019,4,25,20190425
14067,アベンジャーズ／エンドゲーム,2019,4,25,20190425
14088,東映まんがまつり,2019,4,26,20190426
14091,（ＩＭＡＸアクアマン,2019,4,26,20190426
14104,ＳＥＶＥＮＴＥＥＮ ２０１９ ＪＡＰＡＮ ＴＯＵＲ ＨＡＲＵ ライブ・ビューイング,2019,4,27,20190427
14111,ＴＨＥ ＩＤＯＬＭ＠ＳＴＥＲ ＭＩＬＬＩＯＮ ＬＩＶＥ！ ６ｔｈ ＬＩＶＥ ＴＯＵＲ ＬＶ,2019,4,27,20190427
14156,ＥＸＯ－ＣＢＸ ’ＭＡＧＩＣＡＬ ＣＩＲＣＵＳ” ２０１９ －Ｓｐｅｃｉａｌ Ｅｄｉｔｉｏｎ－ ライブビューイング,2019,4,29,20190429
14161,「僕のヒーローアカデミア」Ｔｈｅ Ｕｌｔｒａ Ｓｔａｇｅ ライブビューイング,2019,4,29,20190429
14190,映画 少年たち （実演映像付き上映Ｂ）,2019,4,30,20190430
14207,バースデー・ワンダーランド,2019,5,1,20190501
14256,ルパンレンジャーＶＳパトレンジャーＶＳキュウレンジャー,2019,5,3,20190503
14261,中島みゆき 「夜会工場ＶＯＬ．２」 劇場版,2019,5,3,20190503
14264,ザフォーリナー／復讐者,2019,5,3,20190503
14277,名探偵ピカチュウ,2019,5,4,20190504
14280,映画 賭ケグルイ,2019,5,4,20190504
14339,「舞台 ＰＳＹＣＨＯ－ＰＡＳＳ サイコパス Ｖｉｒｔｕｅ ａｎｄ Ｖｉｃｅ」ライブビューイング,2019,5,6,20190506
14340,ＫＩＮＧ ＯＦ ＰＲＩＳＭ－Ｓｈｉｎｙ Ｓｅｖｅｎ Ｓｔａｒｓ Ⅳ ルヰ×シン×Ｕｎｋｎｏｗｎ,2019,5,6,20190506
14413,さくら学院年度 ～転入式～ライブ・ビューイング,2019,5,9,20190509
14430,甲鉄城のカバネリ 総集編 後編,2019,5,10,20190510
14431,ラ・ヨローナ 泣く女,2019,5,10,20190510
14438,僕に、会いたかった,2019,5,10,20190510
14439,轢き逃げ －最高の最悪な日－,2019,5,10,20190510
14440,ＭＥＴライブビューイング２０１８－１９ ワルキューレ,2019,5,10,20190510
14449,ホワイト・クロウ 伝説のダンサー,2019,5,10,20190510
14458,轢き逃げ 最高の最悪な日,2019,5,11,20190511
14459,甲鉄城のカバネリ 海門決戦,2019,5,11,20190511
14460,〈物語〉フェス ～１０ｔｈ Ａｎｎｉｖｅｒｓａｒｙ Ｓｔｏｒｙ～ ライブ・ビューイング,2019,5,11,20190511
14463,オーヴァーロード,2019,5,11,20190511
14464,初恋 お父さん、チビがいなくなりました,2019,5,11,20190511
14483,チア男子！！,2019,5,12,20190512
14524,ばあばは、だいじょうぶ,2019,5,13,20190513
14549,２ＰＭ デビュー１０周年プレミアム企画 －２ＰＭ ＦＯＲＥＶＥＲ－ ６Ｎｉｇｈｔｓ ディレイビューイング,2019,5,14,20190514
14554,ＣＮＢＬＵＥ：ＦＩＬＭ ＬＩＶＥ ＩＮ ＪＡＰＡＮ ２０１１－２０１７ ＯＵＲ ＶＯＩＣＥＳ,2019,5,15,20190515
14601,居眠り磐音,2019,5,17,20190517
14608,レプリカズ,2019,5,17,20190517
14619,ＫＣＯＮ ２０１９ ＪＡＰＡＮ ライブ・ビューイング,2019,5,17,20190517
14630,うちの執事が言うことには,2019,5,18,20190518
14637,蒼穹のファフナー ＴＨＥ ＢＥＹＯＮＤ,2019,5,18,20190518
14650,コンフィデンスマンＪＰ,2019,5,19,20190519
14673,シネマ歌舞伎 スーパー歌舞伎ＩＩ ワンピース,2019,5,19,20190519
14688,山下達郎 シアター・ライヴ ＰＥＲＦＯＲＭＡＮＣＥ １９８４－２０１２,2019,5,20,20190520
14717,ＳＫＥ４８版「ハムレット」ディレイ・ビューイング,2019,5,21,20190521
14748,コレット,2019,5,22,20190522
14757,舞台「ＣＯＣＯＯＮ 月の翳り星ひとつ」ライブビューイング,2019,5,23,20190523
14762,プロメア 公開前夜祭,2019,5,23,20190523
14775,空母いぶき,2019,5,24,20190524
14790,パリ、嘘つきな恋,2019,5,24,20190524
14795,ベン・イズ・バック,2019,5,24,20190524
14812,小さな恋のうた,2019,5,25,20190525
14837,ＴＨＥ ＲＡＭＰＡＧＥ ＬＩＶＥ ＴＯＵＲ２０１９ ＴＨＲＯＷ ＹＡ ＦＩＳＴ ライブビューイング,2019,5,26,20190526
14840,神と共に 第一章 罪と罰,2019,5,26,20190526
14883,プロメア,2019,5,28,20190528
14950,ゴジラ キング・オブ・モンスターズ,2019,5,31,20190531
14951,パラレルワールド・ラブストーリー,2019,5,31,20190531
14962,さよならくちびる,2019,5,31,20190531
14963,ＬＵＰＩＮ ＴＨＥ ＩＩＩＲＤ 峰不二子の嘘,2019,5,31,20190531
14970,ライフ・オン・ザ・ロングボード ２ｎｄ Ｗａｖｅ,2019,5,31,20190531
14973,ゴッドファーザー,2019,5,31,20190531
14982,貞子,2019,6,1,20190601
14985,長いお別れ,2019,6,1,20190601
14994,ＬＵＮＡ ＳＥＡ ３０ｔｈ ａｎｎｉｖｅｒｓａｒｙ ＬＩＶＥ ライブビューイング,2019,6,1,20190601
15013,ＭＡＣＲＯＳＳ ＣＲＯＳＳＯＶＥＲ ＬＩＶＥ ２０１９ ａｔ 幕張メッセ ＬＩＶＥ ＶＩＥＷＩＮＧ,2019,6,2,20190602
15024,歎異抄をひらく,2019,6,2,20190602
15045,氷上の王、ジョンカリー,2019,6,3,20190603
15128,海獣の子供,2019,6,7,20190607
15133,スノー・ロワイヤル,2019,6,7,20190607
15134,町田くんの世界,2019,6,7,20190607
15141,カルメル会修道女の対話 ＭＥＴ,2019,6,7,20190607
15146,パドマーワト 女神の誕生,2019,6,7,20190607
15149,ＳＫＥ４８コンサート炎の関東ツアー２０１９ ～みなさん長らくお待たせしました～ ライブ・ビューイング,2019,6,7,20190607
15150,アラジン,2019,6,8,20190608
15163,ラブライブ！サンシャイン！！Ａｑｏｕｒｓ ５ｔｈ ＬｏｖｅＬｉｖｅ！ Ｎｅｘｔ ＳＰＡＲＫＬＩＮＧ！,2019,6,8,20190608
15168,エリカ３８,2019,6,8,20190608
15195,Ｄｉｓｎｅｙ 声の王子様 Ｖｏｉｃｅ Ｓｔａｒｓ Ｄｒｅａｍ Ｌｉｖｅ ２０１９ ライブビューイング,2019,6,9,20190609
15222,クローゼットに閉じこめられた僕の奇想天外な旅,2019,6,10,20190610
15301,メン・イン・ブラック インターナショナル,2019,6,14,20190614
15302,劇場版 うたの☆プリンスさまっ♪ マジＬＯＶＥキングダム,2019,6,14,20190614
